,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,close_nxt30min,close_diff_nxt30min,close_diffrate_nxt30min,label1,k,d,j,duanxian,pianliEMA,pianli,atr,obv,m5,m10,predict_score,ts_diff
1829,2024/1/13 3:24,50.122,50.19,50.19,50.122,138948,1705087440,,,,,,,,,,,59.69564211,79.63844282,67.61649955,50.055,-0.135,-0.002689779,FALSE,75.71877018,83.73032566,59.69565924,-4.096112513,-0.000182615,-0.002023395,0.043071429,-6115160,-6060843.771,-6130875.384,0.5094072,1980
1857,2024/1/13 3:54,50.065,50.055,50.075,50.045,75048,1705089240,,,,,,,,,,,8.031345075,69.76326641,67.67711117,49.825,-0.23,-0.004594946,FALSE,32.87504395,45.29689218,8.031347499,61.08648989,-0.002322206,-0.001357949,0.041785714,-6464140,-6417879.778,-6324935.651,0.51794785,1800
1885,2024/1/13 4:24,49.84,49.825,49.851,49.825,91604,1705091040,,,,,,,,,,,12.52590664,47.23475504,66.25564959,50.096,0.271,0.005439037,TRUE,21.04844663,25.30971645,12.52590698,7.345244313,-0.002890415,-0.004231826,0.040357143,-7044676,-6902994.474,-6675558.41,0.5134121,1800
1915,2024/1/13 4:54,50.115,50.096,50.14,50.096,242604,1705092840,,,,,,,,,,,113.9234137,51.02911609,65.17615699,,,,FALSE,75.5794713,56.4075001,113.9234137,47.58017177,0.00404024,0.003657793,0.050785714,-5686380,-5674022.358,-6267318.603,0.51885664,1800
1920,2024/1/16 22:45,49.445,49.32,49.445,49.32,312514,1705416300,,,,,,,,,,,52.21292888,50.76794732,80.79371278,49.875,0.555,0.011253041,TRUE,,,,-3.189198794,-0.012766408,-0.016016132,0.124714286,-3863352,-3915661.822,-4266255.752,0.50861716,323460
1948,2024/1/16 23:15,49.869,49.875,49.89,49.865,174228,1705418100,,,,,,,,,,,69.19337053,48.78746249,77.16775011,50.505,0.63,0.012631579,TRUE,97.6076555,97.6076555,97.6076555,100.2150712,0.009799667,0.012399052,0.1075,-2073602,-2193634.634,-3235309.546,0.5370353,1800
1978,2024/1/16 23:45,50.48,50.505,50.525,50.48,185394,1705419900,,,,,,,,,,,108.8146393,86.95418134,79.16287215,50.194,-0.311,-0.006157806,FALSE,95.41012841,96.46003093,93.31032336,82.87894089,0.014053673,0.01437233,0.072928571,-144308,-381181.5,-1560352.264,0.5370353,1800
1994,2024/1/17 1:10,49.69,49.685,49.705,49.675,150824,1705425000,,,,,,,,,,,-18.15349805,75.37559762,82.83155737,49.745,0.06,0.001207608,TRUE,24.41417642,45.79679373,-18.35105818,-38.20534902,-0.017885708,-0.019105631,0.078214286,-2267618,-2167930.297,-1292323.468,0.50323296,5100
2018,2024/1/17 1:40,49.788,49.745,49.805,49.745,67480,1705426800,,,,,,,,,,,15.99300328,54.35592952,79.18641466,49.6,-0.145,-0.002914866,FALSE,20.29086916,22.45568935,15.96122879,68.33267336,-0.004441981,-0.002439622,0.068785714,-2691430,-2721382.981,-2140979.744,0.52270454,1800
2047,2024/1/17 2:10,49.61,49.6,49.615,49.596,62360,1705428600,,,,,,,,,,,23.31281944,36.09367427,74.51641906,49.735,0.135,0.002721774,TRUE,20.89274188,19.68513991,23.30794581,85.41530647,-0.002425576,-0.001137122,0.057142857,-2367854,-2379148.778,-2421222.369,0.52270454,1800
2069,2024/1/17 2:40,49.775,49.735,49.78,49.725,128088,1705430400,,,,,,,,,,,100.4446598,30.18087787,73.16449292,49.455,-0.28,-0.005629838,FALSE,67.21389244,50.5988708,100.4439357,20.67306713,0.005243891,0.002206667,0.0585,-1776330,-1519790.894,-1822594.319,0.5158012,1800
2098,2024/1/17 3:10,49.485,49.455,49.49,49.435,142640,1705432200,,,,,,,,,,,-8.318674899,-0.815628167,69.53990038,49.515,0.06,0.001213224,TRUE,21.89282673,36.99863011,-8.318780038,4.635695098,-0.005609941,-0.005855048,0.054642857,-2610030,-2490081.134,-2132971.273,0.5094072,1800
2126,2024/1/17 3:40,49.505,49.515,49.515,49.49,50008,1705434000,,,,,,,,,,,68.70913562,-7.845305998,65.39883951,49.795,0.28,0.005654852,TRUE,40.58874312,26.52855438,68.70912062,66.04690009,0.002657736,0.003532438,0.059214286,-3209326,-3173255.531,-2832876.944,0.52270454,1800
2156,2024/1/17 4:10,49.795,49.795,49.805,49.785,58448,1705435800,,,,,,,,,,,111.9392461,14.35590055,64.20441119,49.8,0.005,0.000100412,TRUE,84.65794249,71.01729173,111.939244,60.77667573,0.00578619,0.005485123,0.0445,-2861518,-2851218.687,-2894561.124,0.57256377,1800
2185,2024/1/17 4:40,49.801,49.8,49.815,49.785,60776,1705437600,,,,,,,,,,,30.44683458,38.05558176,63.14735317,,,,FALSE,59.57011537,74.13175591,30.44683429,56.98831472,-0.000263568,0.000334734,0.038714286,-2651806,-2833582.97,-2910276.774,0.51794785,1800
2198,2024/1/17 22:43,48.415,48.335,48.415,48.33,217228,1705502580,,,,,,,,,,,-11.66631253,49.77797223,59.4500074,48.045,-0.29,-0.005999793,FALSE,,,,23.31977168,-0.016640798,-0.015137509,,-6072877,-6326731.389,-5804617.11,0.5021217,64980
2215,2024/1/17 23:13,48.125,48.045,48.145,48.007,346820,1705504380,,,,,,,,,,,0.945061673,15.84708279,47.05193882,48.465,0.42,0.008741805,TRUE,,,,55.76778347,-0.00114793,0.000114322,0.099928571,-7295500,-7147109.598,-7107986.731,0.500803,1800
2227,2024/1/17 23:43,48.445,48.465,48.485,48.445,286400,1705506180,,,,,,,,,,,117.4591929,12.58576704,39.38283875,48.75,0.285,0.005880532,TRUE,72.35390177,51.97641046,113.1088844,89.63586857,0.010325909,0.012914347,0.091357143,-6854804,-6995031.812,-7412501.342,0.5138029,1800
2241,2024/1/18 0:53,48.66,48.715,48.725,48.66,168268,1705510380,,,,,,,,,,,56.7434914,41.48375527,31.13225075,48.684,-0.031,-0.000636354,FALSE,76.9588958,87.15854747,56.55959247,-18.34822265,-0.000169297,-0.003156978,0.055928571,-4979562,-4865823.395,-4766619.381,0.50666183,4200
2269,2024/1/18 1:23,48.695,48.684,48.695,48.645,141692,1705512180,,,,,,,,,,,6.460257563,44.41662544,28.42005237,48.675,-0.009,-0.000184866,FALSE,34.00008178,47.7856326,6.428980131,5.059119666,-0.000755082,-0.001914017,0.058,-5553434,-5601158.161,-5263244.383,0.5094072,1800
2297,2024/1/18 1:54,48.675,48.645,48.68,48.645,119296,1705514040,,,,,,,,,,,33.44829341,38.79456291,24.99756684,48.315,-0.33,-0.006783842,FALSE,26.66268104,23.27220805,33.44362701,93.1129593,0.00078972,0.003286257,0.046714286,-5849222,-5924609.503,-5894710.957,0.5134121,1860
2321,2024/1/18 2:24,48.325,48.315,48.325,48.295,89336,1705515840,,,,,,,,,,,13.25437095,46.34177033,23.07597272,48.221,-0.094,-0.001945566,FALSE,34.44784881,45.04494218,13.25366205,-18.6952789,-0.010880412,-0.012662763,0.063857143,-6577766,-6338640.996,-5766501.182,0.5170919,1800
2348,2024/1/18 2:54,48.195,48.221,48.222,48.188,104732,1705517640,,,,,,,,,,,0.513788235,43.98706993,19.3248979,48.635,0.414,0.008585471,TRUE,13.34583224,19.76190655,0.513683625,64.29843999,-0.006712214,-0.004813553,0.045,-6904906,-6962134.937,-6429151.049,0.5134121,1800
2375,2024/1/18 3:24,48.57,48.635,48.637,48.57,240216,1705519440,,,,,,,,,,,120.7630373,38.06247402,15.70159081,48.885,0.25,0.005140331,TRUE,72.99065501,49.10447142,120.7630222,111.6442213,0.008232536,0.011551515,0.044642857,-5879954,-6292672.123,-6656878.849,0.51764685,1800
2383,2024/1/18 4:05,48.725,48.725,48.729,48.71,114512,1705521900,,,,,,,,,,,76.05154977,84.84285858,15.38469019,48.835,0.11,0.002257568,TRUE,82.38446215,85.55091886,76.05154873,-24.13453111,0.00060139,-0.002440789,0.041928571,-4494798,-4258782.166,-4669435.314,0.5095426,2460
2410,2024/1/18 4:35,48.795,48.835,48.85,48.795,159264,1705523700,,,,,,,,,,,13.60677475,88.13469801,14.7739721,,,,FALSE,37.39512285,49.28929697,13.60677461,91.04440636,0.000332336,0.002697916,0.0475,-3954846,-4152257.951,-4537885.653,0.5046155,1800
2427,2024/1/18 22:46,50.665,50.705,50.717,50.66,300738,1705589160,,,,,,,,,,,108.3604575,110.8410907,25.15544411,50.535,-0.17,-0.003352727,FALSE,,,,31.07911266,0.00131386,0.000838871,0.094285714,-9114793,-8927129.259,-7501189.39,0.500803,65460
2450,2024/1/19 0:19,51.025,51.015,51.029,51.005,133460,1705594740,,,,,,,,,,,67.76173971,110.4972718,55.10015499,51.068,0.053,0.00103891,TRUE,70.79984644,72.11802709,68.16348514,109.387629,0.00489564,0.006514924,0.055071429,-8662802,-8752667.848,-9168789.726,0.5057707,5580
2452,2024/1/19 1:01,51.105,50.975,51.105,50.975,147584,1705597260,,,,,,,,,,,44.97500037,108.1136436,71.12189723,50.56,-0.415,-0.008141246,FALSE,66.47965239,77.21379061,45.01137595,7.006900992,-0.000626476,-0.002510935,0.057142857,-7923622,-7764267.602,-8196666.489,0.5094072,2520
2470,2024/1/19 1:31,50.605,50.56,50.605,50.56,139572,1705599060,,,,,,,,,,,0.780009635,85.89200935,74.89043236,50.302,-0.258,-0.005102848,FALSE,23.02207448,34.14017042,0.785882601,63.37975955,-0.00529429,-0.003582146,0.069785714,-8887282,-8919673.445,-8851527.319,0.5094072,1800
2498,2024/1/19 2:03,50.27,50.295,50.345,50.27,173416,1705600980,,,,,,,,,,,20.25290872,70.66579729,76.9637874,50.181,-0.114,-0.002266627,FALSE,25.6060371,28.28220327,20.25370476,-5.577496005,-0.007395943,-0.008908793,0.068357143,-9565578,-9379833.474,-8834261.839,0.5046155,1920
2502,2024/1/19 2:47,50.52,50.505,50.52,50.46,203068,1705603620,,,,,,,,,,,110.143906,19.26397602,76.89942639,50.985,0.48,0.00950401,TRUE,59.52924804,34.22189497,110.1439542,96.1429489,0.012491967,0.013021971,0.059571429,-8966134,-8968515.601,-9566811.914,0.51043874,2640
2518,2024/1/22 22:41,55.325,55.22,55.325,55.216,403644,1705934460,,,,,,,,,,,86.62944852,92.26993348,103.6921438,55.16,-0.06,-0.001086563,FALSE,,,,-0.997480794,0.002772049,-0.000992941,,-4007070,-3583966.529,-4614119.711,0.50283813,330840
2533,2024/1/22 23:37,54.685,54.6,54.695,54.595,251208,1705937820,,,,,,,,,,,-8.111445755,66.22346998,102.0216976,54.59,-0.01,-0.00018315,FALSE,26.36821786,40.44294618,-1.781238774,-5.177457856,-0.016173033,-0.01683118,0.111642857,-5809344,-5477415.389,-3626860.263,0.5274542,3360
2562,2024/1/23 0:08,54.61,54.555,54.615,54.555,163000,1705939680,,,,,,,,,,,10.21982612,37.7590538,99.89115016,54.868,0.313,0.005737329,TRUE,18.42251342,21.49951715,12.26850598,49.24652381,-0.005396513,-0.002996575,0.0935,-6082716,-6180535.208,-5438277.731,0.51363444,1860
2567,2024/1/23 2:28,54.465,54.385,54.465,54.385,116224,1705948080,,,,,,,,,,,7.701056828,6.728070435,96.56246598,54.725,0.34,0.006251724,TRUE,24.87937747,33.46828454,7.701563346,12.03450157,-0.005524295,-0.006796438,0.0625,-6012380,-5908614.371,-5832413.353,0.513253,8400
2576,2024/1/23 22:35,54.255,54.175,54.255,54.15,557767,1706020500,1,,,,,,,,,,-8.582897454,37.57350184,83.07016008,54.595,0.42,0.007752653,TRUE,,,,-59.97487437,-0.009956509,-0.016081303,,-4818039,-4333134.926,-3622793.515,0.5125924,72420
2592,2024/1/23 23:05,54.62,54.595,54.634,54.595,119681,1706022300,,,,,,,,,,,58.03099961,47.99045258,82.67267709,54.465,-0.13,-0.00238117,FALSE,,,,12.55024008,0.001707172,-4.90E-05,0.075142857,-3945644,-3851320.449,-3763244.148,0.5315014,1800
2616,2024/1/23 23:35,54.445,54.465,54.468,54.435,88700,1706024100,,,,,,,,,,,34.79044408,45.77851416,81.99828098,54.626,0.161,0.002956027,TRUE,44.47689214,51.67758948,30.07549746,26.12727179,-0.002939099,-0.003044754,0.070142857,-4514278,-4429810.754,-4103387.857,0.5315014,1800
2637,2024/1/24 0:16,54.51,54.515,54.525,54.485,168890,1706026560,,,,,,,,,,,73.04095922,46.75535936,81.03467475,54.45,-0.065,-0.001192332,FALSE,62.95404544,58.31230687,72.23752258,-1.082315855,0.002076021,-0.000289372,0.055428571,-4058776,-4051659.726,-4190519.781,0.53188163,2460
2667,2024/1/24 1:09,54.505,54.478,54.505,54.47,62840,1706029740,,,,,,,,,,,92.12174618,36.8770342,79.55241976,54.495,0.017,0.000312053,TRUE,62.81796863,48.18521063,92.08348463,0.79103492,0.001595126,0.000258761,0.039785714,-3466798,-3437219.253,-3626446.862,0.5360209,3180
2679,2024/1/24 2:24,54.76,54.765,54.765,54.725,105464,1706034240,,,,,,,,,,,107.4098121,57.96377336,77.36067524,54.762,-0.003,-5.48E-05,FALSE,85.93794875,75.20219548,107.4094553,71.35871573,0.005720205,0.005395284,0.029285714,-1179954,-1115589.858,-2160179.74,0.5132433,4500
2684,2024/1/24 4:27,55,55,55.015,55,41412,1706041620,,,,,,,,,,,90.44550321,107.7754859,77.03773971,55.19,0.19,0.003454545,TRUE,83.28522408,79.70508457,90.44550309,-2.966096609,0.003940269,0.002693374,0.0315,-340670,-281206.4741,-873081.2089,0.50863546,7380
2685,2024/1/25 0:07,57.13,56.995,57.13,56.995,379064,1706112420,,,,,,,,,,,41.78196073,105.4050807,89.73908202,56.964,-0.031,-0.000543907,FALSE,68.87826673,83.03547532,40.56384954,17.26283891,0.00072303,-0.001305105,0.061928571,-3709876,-3351733.078,-4013019.845,0.50100803,70800
2714,2024/1/25 0:37,56.905,56.964,56.964,56.885,164432,1706114220,,,,,,,,,,,18.44873972,92.95807185,90.29035592,57.245,0.281,0.00493294,TRUE,34.44734686,42.56319339,18.21565381,41.74041309,-0.001725481,-0.000980158,0.062285714,-3337428,-3531900.98,-3764455.832,0.53188163,1800
2726,2024/1/25 3:10,56.885,56.805,56.885,56.805,114952,1706123400,,,,,,,,,,,9.583542425,26.19061666,94.34458334,56.445,-0.36,-0.00633747,FALSE,17.6442565,21.67462184,9.583525818,16.11639443,-0.003452855,-0.004445274,0.0575,-4230252,-4086217.722,-3562399.165,0.5315014,9180
2755,2024/1/25 3:40,56.345,56.445,56.445,56.345,147976,1706125200,,,,,,,,,,,18.98998883,-10.7112,90.90537557,56.575,0.13,0.002303127,TRUE,15.43879765,13.66320324,18.98998648,64.9494909,-0.007352863,-0.005058206,0.075714286,-5553532,-5514209.089,-4685055.337,0.5275083,1800
2759,2024/1/25 4:30,56.035,56.025,56.045,56.02,202768,1706128200,,,,,,,,,,,1.208684311,-18.48583897,83.95179192,,,,FALSE,24.97218669,36.85393792,1.208684223,3.003044106,-0.010717588,-0.011479697,0.064642857,-9256308,-8795597.047,-6993403.474,0.50919366,3000
2767,2024/1/25 22:53,56.73,56.685,56.73,56.685,150421,1706194380,,,,,,,,,,,94.72764327,16.26887362,83.61799343,57.075,0.39,0.006880127,TRUE,,,,56.0041126,-0.00011724,6.59E-05,0.081928571,-4553837,-4465565.744,-4882853.79,0.5275083,66180
2778,2024/1/25 23:36,56.916,56.715,56.916,56.715,420620,1706196960,,,,,,,,,,,86.41711584,62.19742263,81.89999489,56.771,0.056,0.000987393,TRUE,83.26743658,85.20580845,79.39069284,-4.558613839,0.00478285,-0.000398814,0.084571429,-3121140,-2753558.691,-3728508.495,0.5076683,2580
2785,2024/1/26 1:50,56.235,56.345,56.375,56.235,138360,1706205000,,,,,,,,,,,2.326715743,68.25062298,79.40195957,56.083,-0.262,-0.004649925,FALSE,15.2221369,21.67215793,2.32209485,13.92562153,-0.007654016,-0.008275378,0.075785714,-4303144,-4302291.115,-3579862.334,0.5352924,8040
2802,2024/1/26 2:20,56.065,56.083,56.083,56.025,183544,1706206800,,,,,,,,,,,35.39789568,40.41215631,75.9343654,56.195,0.112,0.00199704,TRUE,31.50977523,29.5660623,35.39720107,-33.04327329,-0.007671106,-0.011932262,0.076642857,-4477084,-4364881.585,-3886073.969,0.5396565,1800
2827,2024/1/26 2:52,56.175,56.107,56.175,56.105,174580,1706208720,,,,,,,,,,,36.34049418,8.49608698,71.820948,55.595,-0.512,-0.009125421,FALSE,28.46961985,24.5342274,36.34040474,43.99720139,0.00131755,0.000576179,0.073642857,-4141552,-3917781.312,-3985054.432,0.53188163,1920
2856,2024/1/26 3:22,55.6,55.595,55.6,55.545,121920,1706210520,,,,,,,,,,,23.33802314,-8.404769418,65.51956221,55.655,0.06,0.001079234,TRUE,20.20295972,18.63543443,23.33801031,57.00363357,-0.006367485,-0.004406216,0.0795,-6706392,-6706091.16,-5562437.915,0.513253,1800
2868,2024/1/27 2:51,55.077,55.067,55.077,55.04,63168,1706295060,,,,,,,,,,,20.4279885,17.31509918,25.21389295,55.205,0.138,0.002506038,TRUE,33.96112877,40.72775141,20.42788349,-10.51272974,-0.00716604,-0.007554996,0.059857143,-4304302,-4264930.739,-3560264.728,0.5360209,84540
2880,2024/1/27 3:21,55.235,55.205,55.245,55.205,57068,1706296860,,,,,,,,,,,81.93981,5.703923917,20.75889655,55.533,0.328,0.005941491,TRUE,58.95115765,47.45683909,81.93979478,17.33152385,0.001681508,0.000648384,0.042714286,-3800402,-3699677.44,-3699561.723,0.5360209,1800
2897,2024/1/30 1:09,55.681,55.685,55.685,55.669,38964,1706548140,,,,,,,,,,,96.32802676,85.41007357,13.69018376,55.905,0.22,0.003950795,TRUE,87.81493005,83.53823563,96.36831888,39.07367057,0.003950523,0.003419744,0.031214286,-1247952,-1296094.822,-1738088.324,0.5256358,251280
2904,2024/1/30 3:40,56.115,56.115,56.125,56.108,58808,1706557200,,,,,,,,,,,103.148432,104.171358,21.61028552,56.575,0.46,0.008197452,TRUE,83.37815056,73.49300837,103.148435,53.12122404,0.004269729,0.004290227,0.025071429,-177264,-228098.3893,-696972.8904,0.5497978,9060
2912,2024/1/31 23:15,53.523,53.393,53.532,53.393,419362,1706714100,,,,,,,,,,,2.238136354,19.56930334,46.4132633,53.015,-0.378,-0.00707958,FALSE,3.166666667,3.166666667,3.166666667,-26.31567224,-0.007058406,-0.010882532,0.084285714,-8890636,-8402091.501,-7124265.026,0.5178277,156900
2942,2024/1/31 23:45,53.061,53.015,53.061,53.015,85320,1706715900,,,,,,,,,,,7.388327866,2.158356248,37.88142715,53.38,0.365,0.006884844,TRUE,8.740911749,6.487071982,13.24859128,48.98825903,-0.014740377,-0.012477276,0.075928571,-9574146,-9718184.488,-8799599.406,0.5225456,1800
2964,2024/2/1 4:52,52.595,52.505,52.595,52.505,572760,1706734320,,,,,,,,,,,-0.049987143,16.69283774,8.25279572,,,,FALSE,13.44676314,20.19513826,-0.049987102,6.808707023,-0.010749005,-0.011275534,0.103357143,-16377754,-15678432.33,-14863651.17,0.50012046,18420
2966,2024/2/1 22:33,53.19,53.085,53.212,53.048,337874,1706797980,,,,,,,,,,,39.41379557,8.758785337,4.452555541,52.88,-0.205,-0.003861731,FALSE,,,,,0.000190686,1.17E-05,,-4691991,-4638692.778,-4724507.634,0.52160245,63660
2980,2024/2/2 0:10,52.865,52.865,52.885,52.85,82472,1706803800,,,,,,,,,,,-18.05801918,30.9693232,4.322602544,53.174,0.309,0.005845077,TRUE,25.38013252,48.03241956,-19.92444158,40.37649104,-0.012724772,-0.010580859,0.065642857,-7865828,-7934772.119,-7001221.067,0.51778877,5820
3003,2024/2/2 2:39,53.52,53.505,53.52,53.44,219104,1706812740,,,,,,,,,,,55.7139328,92.81421757,9.782897879,53.887,0.382,0.00713952,TRUE,52.24954803,50.5174594,55.71372529,17.04460373,0.002460297,-0.002608325,0.095714286,-5335032,-4895864.198,-4755594.78,0.5160219,8940
3013,2024/2/2 3:35,53.82,53.785,53.82,53.765,162936,1706816100,,,,,,,,,,,69.15230852,98.48563427,14.22235134,54.34,0.555,0.010318862,TRUE,69.08532221,69.0518318,69.15230303,5.025581226,0.001031033,-0.000754868,0.049142857,-5101060,-4931002.441,-4673515.318,0.53188163,3360
3018,2024/2/2 4:47,54.285,54.305,54.31,54.285,91624,1706820420,,,,,,,,,,,70.1615613,109.1555392,21.36169345,,,,FALSE,76.75573617,80.05282363,70.16156125,7.106708132,0.001654863,0.000558556,0.042571429,-4312932,-4251159.074,-4299098.18,0.5315014,4320
3030,2024/2/2 23:29,55.715,55.655,55.715,55.655,269604,1706887740,,,,,,,,,,,67.25812513,87.06874112,43.42955772,56.304,0.649,0.011661127,TRUE,70.42324727,73.25009876,64.76954429,22.1497387,0.003529425,0.000518846,0.108,-3773318,-3686043.426,-4501765.112,0.5180661,67320
3039,2024/2/5 23:04,56.496,56.46,56.525,56.44,482468,1707145440,,,,,,,,,,,1.997800225,37.15597909,116.09113,55.875,-0.585,-0.010361318,FALSE,,,,11.44645867,-0.00662288,-0.009511572,0.090928571,-5236373,-4519364.891,-3604449.311,0.5086523,257700
3069,2024/2/5 23:35,55.905,55.87,55.955,55.87,200004,1707147300,,,,,,,,,,,6.019180755,-9.161900822,113.9358964,55.687,-0.183,-0.003275461,FALSE,12.11979785,11.39403582,13.5713219,0.762088497,-0.011737234,-0.012588951,0.097,-6343366,-6004162.893,-5023630.96,0.50919366,1860
3096,2024/2/6 22:34,57.159,57.115,57.175,57.115,289015,1707230040,,,,,,,,,,,90.69188409,62.33595917,80.02586054,56.15,-0.965,-0.016895737,FALSE,,,,,-0.003098193,-0.006313681,,-4823584,-4241989.111,-3594087.432,0.52160245,82740
3116,2024/2/6 23:15,56.045,56.076,56.093,56.045,185548,1707232500,,,,,,,,,,,-12.98530375,12.09987939,78.60730396,56.128,0.052,0.000927313,TRUE,12.26912929,12.26912929,12.26912929,29.34835161,-0.020072449,-0.018133529,0.095785714,-8883188,-8987231.393,-7030067.639,0.52143973,2460
3135,2024/2/7 1:04,55.645,55.648,55.705,55.645,259380,1707239040,,,,,,,,,,,-6.701257667,-2.680176726,70.49738946,55.693,0.045,0.000808654,TRUE,25.47306446,41.53898618,-6.658778973,33.58322145,-0.011481827,-0.011078232,0.088142857,-8151748,-8387205.848,-8269218.348,0.50919366,6540
3159,2024/2/7 22:32,57.305,57.306,57.395,57.295,419153,1707316320,,,,,,,,,,,82.78188253,90.52562797,65.63556506,57.245,-0.061,-0.001064461,FALSE,,,,,-4.67E-05,-0.000140231,,-4561977,-4282541.667,-4159261.373,0.50283813,77280
3182,2024/2/7 23:02,57.19,57.245,57.26,57.19,249124,1707318120,,,,,,,,,,,90.32045847,101.8852838,69.52680288,58.181,0.936,0.016350773,TRUE,,,,60.30946094,-0.001576171,-0.000139495,0.085928571,-4322468,-4278276.825,-4384243.254,0.53172225,1800
3190,2024/2/9 2:17,58.425,58.34,58.425,58.34,100640,1707416220,,,,,,,,,,,46.81105329,78.70650597,104.7784819,58.505,0.165,0.002828248,TRUE,44.127896,42.78612702,46.81143398,13.46863329,0.00050253,-0.000891033,0.055,-4369080,-4319167.703,-3744918.431,0.5315014,98100
3202,2024/2/9 2:47,58.5,58.505,58.51,58.49,34236,1707418020,,,,,,,,,,,87.81071697,77.59461098,105.4386508,58.265,-0.24,-0.004102213,FALSE,71.34432205,63.11109579,87.81077457,-15.97210272,0.000912314,0.000121565,0.033357143,-3846964,-3871042.557,-3876573.01,0.52772063,1800
3232,2024/2/9 3:17,58.24,58.265,58.265,58.225,26092,1707419820,,,,,,,,,,,-5.770118728,51.02066993,105.2172975,58.23,-0.035,-0.000600704,FALSE,23.76878195,38.53822806,-5.770110255,35.63856314,-0.005615447,-0.0048361,0.056,-4063228,-4103866.645,-4020050.073,0.5360209,1800
3262,2024/2/9 3:47,58.225,58.23,58.23,58.2,78184,1707421620,,,,,,,,,,,31.13222763,12.83721872,103.4518784,58.385,0.155,0.002661858,TRUE,24.88787125,21.76569244,31.13222885,99.81465855,-0.000834836,0.000629791,0.047428571,-3753984,-3823666.835,-4031152.683,0.54075736,1800
3263,2024/2/9 22:36,58.755,58.605,58.765,58.605,389392,1707489360,,,,,,,,,,,18.55902953,35.17016118,94.4873021,58.998,0.393,0.006705912,TRUE,,,,-10.50943396,0.000632009,-0.000217769,,-5521765,-5117944.704,-4976876.647,0.50283813,67740
3264,2024/2/10 2:09,59.932,59.945,59.965,59.932,43500,1707502140,,,,,,,,,,,108.0734042,109.0155181,100.0137149,60.115,0.17,0.002835933,TRUE,91.7553889,83.59676592,108.0726348,58.65797024,0.00467857,0.003971705,0.029714286,-1139942,-1146070.173,-1557542.431,0.5153907,12780
3266,2024/2/10 3:42,60.335,60.321,60.335,60.31,138624,1707507720,,,,,,,,,,,101.8931341,102.3562031,101.8884105,60.131,-0.19,-0.003149815,FALSE,84.53879229,75.86162233,101.8931322,54.55907496,0.004121866,0.005014748,0.029714286,92058,-107253.1598,-488025.3305,0.51603776,5580
3277,2024/2/14 0:24,57.255,57.27,57.285,57.24,179832,1707841440,,,,,,,,,,,22.32657765,33.82302232,35.30873631,57.019,-0.251,-0.004382748,FALSE,53.16737216,68.54141867,22.41927914,27.56066319,-0.002762609,-0.002223429,0.064642857,-4688866,-4824373.248,-4934882.742,0.53188163,333720
3292,2024/2/14 0:54,57.16,57.019,57.16,57.019,180096,1707843240,,,,,,,,,,,39.38492853,43.30652696,29.82266507,56.815,-0.204,-0.003577755,FALSE,48.20928208,52.61464713,39.39855198,-2.8211928,-0.000791497,-0.005038083,0.074,-4610950,-4429245.428,-4609065.616,0.53188163,1800
3321,2024/2/14 1:24,56.885,56.815,56.897,56.815,82420,1707845040,,,,,,,,,,,12.2001849,39.03021543,23.91280003,56.626,-0.189,-0.003326586,FALSE,21.7757298,26.56252115,12.2021471,37.31604397,-0.003865209,-0.003495999,0.054642857,-5938322,-5844953.643,-5321125.415,0.5225456,1800
3334,2024/2/14 2:08,56.512,56.54,56.555,56.512,88776,1707847680,,,,,,,,,,,9.045984372,30.00450658,11.61884178,56.465,-0.075,-0.001326495,FALSE,25.41910375,33.60560776,9.046095744,58.91871602,-0.009159587,-0.00745115,0.073714286,-7123622,-7154123.68,-6412173.783,0.5169328,2640
3345,2024/2/14 2:52,56.34,56.305,56.375,56.305,160932,1707850320,,,,,,,,,,,14.03078173,27.42120122,6.732505166,55.805,-0.5,-0.008880206,FALSE,24.20671937,29.29468511,14.03078791,-24.05249566,-0.005540597,-0.007685758,0.056857143,-7881858,-7653774.544,-7171578.168,0.51363444,2640
3374,2024/2/14 3:22,55.825,55.805,55.865,55.805,135536,1707852120,,,,,,,,,,,1.113073214,7.239885035,1.570162097,55.757,-0.048,-0.000860138,FALSE,9.169528313,13.19775544,1.113074063,31.10703176,-0.01335771,-0.011438669,0.069928571,-11288894,-11156470.44,-9061683.534,0.5170575,1800
3388,2024/2/14 22:35,57.675,57.595,57.705,57.595,406394,1707921300,,,,,,,,,,,121.4686975,42.64718513,-11.69437499,57.525,-0.07,-0.001215383,FALSE,,,,67.43243243,-0.000334256,-0.001367814,,-4237683,-4207060.235,-4543611.058,0.50283813,69180
3413,2024/2/14 23:40,57.747,57.795,57.846,57.747,196924,1707925200,,,,,,,,,,,74.98119508,117.0732521,-3.45260826,57.045,-0.75,-0.012976901,FALSE,79.43586292,78.80222542,80.70313793,-19.61952123,0.002211239,-0.001324358,0.0735,-3396322,-3365038.041,-3685298.736,0.5156547,3900
3442,2024/2/15 0:10,57.065,57.045,57.105,57.045,172556,1707927000,,,,,,,,,,,-14.3142109,103.9091426,-1.930443852,57.325,0.28,0.004908406,TRUE,22.6615132,40.09283775,-12.20113589,57.72275022,-0.018408687,-0.015679423,0.104428571,-4929038,-4945024.092,-4327975.971,0.5396565,1800
