,dt,open,close,high,low,vol,ts,icon_1,icon_2,icon_11,icon_12,icon_13,icon_41,icon_34,icon_35,icon_38,icon_39,jw1,jw5,jw30,close_nxt30min,close_diff_nxt30min,close_diffrate_nxt30min,label1,k,d,j,duanxian,pianliEMA,pianli,atr,obv,m5,m10,predict_score,ts_diff
7689,2024/5/14 22:38,59.8,59.695,59.8,59.65,316238,1715697480,,,,,,,,,,,69.19697493,95.12816348,88.85208673,60.005,0.31,0.005193065,TRUE,74.81053817,78.01581258,68.39998934,-18.87154594,0.007892839,0.000346857,0.0945,-3307360,-2876649.335,-3554524.937,0.5281701,2160
7691,2024/5/16 0:57,62.82,62.84,62.84,62.82,50808,1715792220,,,,,,,,,,,104.715672,103.6947617,97.47167001,62.945,0.105,0.00167091,TRUE,91.76355733,85.28863321,104.7134056,111.834159,0.004220212,0.004600128,0.029857143,-1656228,-1775044.594,-1954907.12,0.5153907,94740
7696,2024/5/18 2:30,62.28,62.28,62.295,62.27,43368,1715970600,,,,,,,,,,,15.47196348,4.834052231,65.44866308,62.75,0.47,0.007546564,TRUE,19.80709868,21.97466551,15.47196501,69.23083709,-0.008308652,-0.006727189,0.062785714,-4273644,-4275747.349,-3557244.429,0.54075736,178380
7716,2024/5/18 3:46,62.865,62.83,62.865,62.83,68600,1715975160,,,,,,,,,,,62.41362653,78.53120535,62.75690364,,,,FALSE,75.26591573,81.69206032,62.41362654,-0.224387256,0.001034712,0.000397635,0.0355,-3909844,-3862345.753,-3860969.779,0.52772063,4560
7726,2024/5/21 1:10,64.475,64.475,64.49,64.46,63776,1716225000,,,,,,,,,,,101.8593656,105.9825853,85.82118514,64.03,-0.445,-0.0069019,FALSE,88.39701427,81.66569978,101.8596432,41.33543098,0.00454765,0.003958417,0.031214286,505526,532693.7678,212622.5154,0.5205719,249840
7727,2024/5/21 3:19,64.32,64.295,64.32,64.295,68218,1716232740,,,,,,,,,,,98.03253219,39.52233222,82.50332579,64.075,-0.22,-0.003421728,FALSE,84.49559789,77.7271307,98.03253226,96.08514848,0.004469189,0.004698826,0.030642857,-345960,-340372.0424,-632611.7654,0.50863546,7740
7734,2024/5/22 23:33,64.97,64.96,64.97,64.955,17194,1716391980,,,,,,,,,,,102.2156848,95.75485782,90.98882939,64.765,-0.195,-0.003001847,FALSE,83.00724854,73.62661033,101.768525,39.90477539,0.001633618,0.001421604,0.030214286,-1486547,-1487183.487,-1486465.616,0.50178933,159240
7737,2024/5/23 2:35,63.59,63.65,63.65,63.55,94018,1716402900,,,,,,,,,,,10.19172567,-5.65855665,81.53808509,63.945,0.295,0.004634721,TRUE,21.09537521,26.54720277,10.1917201,32.96326711,-0.012859424,-0.011370843,0.120071429,-4088206,-4133938.045,-3560977.199,0.5351682,10920
7752,2024/5/23 3:22,63.77,63.82,63.824,63.77,85114,1716405720,,,,,,,,,,,96.55511395,-6.228906794,77.21257908,63.73,-0.09,-0.001410216,FALSE,70.28331342,57.14741328,96.5551137,33.85474576,-0.001521699,-0.002616705,0.082357143,-3470744,-3486702.657,-3538641.684,0.5061712,2820
7755,2024/5/23 21:35,66.04,66.05,66.145,66.04,331153,1716471300,,,,,,,,,,,69.10746321,28.93585892,74.31234326,65.321,-0.729,-0.011037093,FALSE,,,,-43.72340426,-0.005359201,-0.008349812,,-6606783,-5909990.333,-4910604.335,0.52160245,65580
7756,2024/5/24 1:53,64.11,63.98,64.135,63.98,362380,1716486780,,,,,,,,,,,0.023994562,12.82173179,55.86092557,63.48,-0.5,-0.007814942,FALSE,9.952983238,14.91738867,0.02417237,1.378042977,-0.019105659,-0.020834488,0.131142857,-12739006,-12432563.55,-11800592.12,0.5025448,15480
7761,2024/5/29 2:45,64.94,64.971,64.975,64.94,69698,1716921900,,,,,,,,,,,-1.657394446,21.8103132,69.92398238,65.345,0.374,0.005756414,TRUE,14.22788215,22.17052051,-1.657394574,30.89690221,-0.015787536,-0.014563536,0.089285714,-4375678,-4399854.622,-3582714.284,0.54075736,435120
7775,2024/5/31 3:35,62.71,62.66,62.715,62.66,168080,1717097700,,,,,,,,,,,19.95706326,14.02173964,-1.515242541,,,,FALSE,22.187428,23.30261032,19.95706336,23.46671659,-0.009405758,-0.010798868,0.107642857,-4550488,-4413051.115,-3557393.184,0.5396565,175800
7798,2024/5/31 22:15,61.59,61.445,61.62,61.405,366147,1717164900,,,,,,,,,,,8.407209238,16.67632506,0.318704627,60.25,-1.195,-0.019448287,FALSE,2.156334232,2.156334232,2.156334232,-6.361213449,-0.014909668,-0.018567578,0.126285714,-7180442,-6680751.736,-5698850.697,0.5339345,67200
7828,2024/5/31 22:45,60.246,60.25,60.25,60.21,133814,1717166700,,,,,,,,,,,-4.824438236,-1.660844486,-3.62224502,60.08,-0.17,-0.002821577,FALSE,4.826712905,3.613315787,7.253507142,15.97326267,-0.025741296,-0.024540493,0.109571429,-10194686,-10151603.17,-8252542.657,0.5170575,1800
7857,2024/5/31 23:15,60.08,60.08,60.08,60.02,84940,1717168500,,,,,,,,,,,7.518863582,-8.066517524,-6.185172337,59.72,-0.36,-0.005992011,FALSE,8.750257043,7.791775664,10.6672198,-4.033764029,-0.011106533,-0.010083757,0.108071429,-10824512,-10825621.37,-9744617.492,0.51901,1800
7873,2024/5/31 23:45,59.762,59.72,59.82,59.72,75112,1717170300,,,,,,,,,,,14.96933227,-10.61993741,-9.055487645,59.31,-0.41,-0.006865372,FALSE,11.39668896,9.309203349,15.57166018,-3.773925783,-0.006047096,-0.006351195,0.0875,-11518572,-11432574.86,-10881041.43,0.50148,1800
7884,2024/6/1 0:16,59.31,59.33,59.33,59.29,166788,1717172160,,,,,,,,,,,4.917913744,-11.29778107,-11.61709431,59.49,0.16,0.002696781,TRUE,8.740116223,10.60326606,5.013816546,-23.36256626,-0.010373662,-0.0108169,0.058071429,-12596492,-12617844.76,-11786885.82,0.500372,1860
7893,2024/6/3 21:32,63.65,63.68,63.71,63.65,306762,1717421520,,,,,,,,,,,100.6332592,127.6041401,16.08290304,63.4,-0.28,-0.004396985,FALSE,,,,,7.01E-05,0.000210402,,-3759281,-3963789,-4054013.118,0.52160245,249360
7894,2024/6/3 22:52,62.61,62.615,62.69,62.61,236440,1717426320,,,,,,,,,,,-20.20619141,103.4745857,32.5686965,62.78,0.165,0.002635151,TRUE,18.29126609,34.14991694,-13.4260356,-44.79628732,-0.018799529,-0.022400212,0.096785714,-5030276,-4889658.58,-3574438.378,0.5274542,4800
7923,2024/6/3 23:46,62.79,62.69,62.81,62.69,71940,1717429560,,,,,,,,,,,98.50699241,75.19948328,41.535751,61.93,-0.76,-0.012123146,FALSE,63.00348606,45.06131774,98.88782271,32.84803576,0.001570089,0.000357624,0.089642857,-4276048,-4247805.44,-4451430.287,0.5360209,3240
7952,2024/6/4 0:16,61.825,61.93,61.995,61.825,274182,1717431360,,,,,,,,,,,-8.927505825,62.96089959,45.25481475,61.684,-0.246,-0.003972227,FALSE,24.67005506,41.43717942,-8.864193658,-28.89960457,-0.018891904,-0.022752241,0.126285714,-5343444,-5252040.614,-4554708.359,0.5274542,1800
7980,2024/6/4 0:46,61.59,61.684,61.684,61.59,59844,1717433160,,,,,,,,,,,13.09591704,32.08693742,46.7739253,61.248,-0.436,-0.007068284,FALSE,16.21138119,17.76415571,13.10583215,37.98335904,-0.005336911,-0.003982196,0.089214286,-5788700,-5780279.679,-5341118.575,0.5225456,1800
8009,2024/6/4 1:16,61.23,61.248,61.248,61.225,72132,1717434960,,,,,,,,,,,19.55036219,-0.910072353,47.50933108,62.339,1.091,0.017812827,TRUE,18.66492251,18.22145553,19.55185648,30.17278881,-0.012110605,-0.01056489,0.093857143,-6496856,-6550520.649,-5922492.94,0.5225456,1800
8012,2024/6/4 23:36,62.465,62.435,62.465,62.415,67804,1717515360,,,,,,,,,,,7.771804311,58.45272318,76.11488291,62.455,0.02,0.000320333,TRUE,29.11925367,39.44026501,8.477231002,-29.49274824,-0.007193307,-0.009251873,0.0715,-4034630,-3943043.303,-3565519.704,0.5360209,80400
8042,2024/6/5 0:06,62.545,62.455,62.545,62.44,60444,1717517160,,,,,,,,,,,13.66735748,43.78727938,76.73858893,62.585,0.13,0.002081499,TRUE,22.55867187,26.94297922,13.79005717,16.30994504,-0.002508302,-0.002458836,0.069071429,-4025088,-3983444.679,-3778032.348,0.54075736,1800
8063,2024/6/5 1:03,62.81,62.75,62.81,62.75,53444,1717520580,,,,,,,,,,,83.48202827,55.08321426,83.21318461,62.89,0.14,0.002231076,TRUE,74.40970352,69.87171251,83.48568556,5.781097878,0.002311951,8.57E-05,0.062571429,-3852544,-3804982.521,-3874578.654,0.5360209,3420
8079,2024/6/5 1:35,62.81,62.782,62.815,62.76,32250,1717522500,,,,,,,,,,,57.1078164,63.57388034,87.15692282,62.99,0.208,0.003313052,TRUE,59.98186717,61.41865282,57.10829586,26.60250823,0.001855343,-5.90E-05,0.076642857,-3736564,-3665629.729,-3749591.442,0.5360209,1920
8098,2024/6/5 3:32,63.133,63.2,63.259,63.133,100092,1717529520,,,,,,,,,,,4.622867637,69.11297889,103.5803216,,,,FALSE,30.71636268,43.76311009,4.622867875,28.8526639,-0.003962277,-0.004344477,0.086428571,-3949402,-3991624.326,-3565578.598,0.5315014,7020
